lead_id,created_date,source,budget_tier,company_size,converted
253,2026-08-08,organic,low,29,False
254,2026-02-22,paid_search,mid,19,False
255,2026-07-29,referral,mid,139,False
256,2026-05-20,event,low,25,False
257,2026-08-06,referral,low,20,False
258,2026-07-01,referral,mid,13,False
259,2026-02-17,event,mid,11,False
260,2026-05-26,event,low,14,False
261,2026-06-02,organic,mid,129,False
262,2026-05-28,event,low,6,False
263,2026-08-01,referral,mid,10,False
264,2026-05-02,organic,low,10,False
265,2026-08-03,paid_search,low,12,False
266,2026-05-25,organic,enterprise,295,False
267,2026-06-16,paid_search,enterprise,5,False
268,2026-04-17,referral,low,33,False
269,2026-06-24,referral,low,61,False
270,2026-03-29,paid_search,low,19,False
271,2026-07-11,cold_outreach,mid,107,False
272,2026-07-16,paid_search,enterprise,265,False
273,2026-08-06,organic,low,5,True
274,2026-07-06,referral,enterprise,6,False
275,2026-08-01,event,enterprise,98,True
276,2026-06-18,paid_search,low,16,False
277,2026-06-22,paid_search,low,3,False
278,2026-04-09,organic,mid,16,False
279,2026-05-20,paid_search,enterprise,102,True
280,2026-03-15,cold_outreach,enterprise,23,False
281,2026-06-16,paid_search,enterprise,56,False
282,2026-06-01,paid_search,enterprise,4,False
283,2026-08-03,referral,low,4,True
284,2026-04-26,event,mid,93,True
285,2026-05-01,organic,low,3,False
286,2026-05-07,referral,low,6,False
287,2026-05-04,organic,low,25,False
288,2026-06-03,event,enterprise,33,False
289,2026-03-10,referral,mid,55,False
290,2026-04-17,cold_outreach,low,15,False
291,2026-05-02,event,low,2,False
292,2026-02-19,organic,low,29,False
293,2026-03-19,cold_outreach,low,51,False
294,2026-04-13,paid_search,enterprise,34,False
295,2026-08-07,cold_outreach,low,24,False
296,2026-06-26,referral,low,12,False
297,2026-07-08,event,low,16,False
298,2026-03-28,event,mid,5,False
299,2026-07-30,paid_search,low,15,False
300,2026-06-19,paid_search,low,1,False
301,2026-07-02,event,enterprise,56,True
302,2026-02-25,organic,enterprise,9,False
303,2026-07-01,paid_search,low,22,False
304,2026-04-21,paid_search,mid,102,False
305,2026-04-02,organic,enterprise,7,False
306,2026-03-28,paid_search,low,33,False
307,2026-07-10,paid_search,mid,34,False
308,2026-06-11,event,low,64,True
309,2026-07-21,event,enterprise,6,False
310,2026-04-10,referral,low,20,False
311,2026-06-16,referral,enterprise,6,False
312,2026-05-17,paid_search,mid,20,False
313,2026-04-13,event,low,11,False
314,2026-05-20,cold_outreach,low,25,False
315,2026-06-10,referral,mid,15,False
316,2026-05-01,event,mid,12,False
317,2026-02-24,cold_outreach,mid,112,False
318,2026-07-29,cold_outreach,low,61,False
319,2026-06-21,organic,enterprise,81,True
320,2026-06-22,referral,enterprise,76,False
321,2026-08-06,referral,low,8,False
322,2026-02-14,event,low,40,False
323,2026-06-20,event,low,9,False
324,2026-07-19,paid_search,enterprise,5,False
325,2026-05-15,referral,low,5,False
326,2026-02-13,referral,mid,19,False
327,2026-07-05,event,mid,14,False
328,2026-04-02,referral,low,11,False
329,2026-06-24,cold_outreach,enterprise,15,False
330,2026-02-11,organic,mid,4,False
331,2026-04-01,paid_search,low,23,True
332,2026-04-08,referral,mid,87,True
333,2026-02-12,referral,low,28,False
334,2026-08-05,paid_search,enterprise,45,True
335,2026-07-06,organic,enterprise,11,True
336,2026-05-07,event,mid,49,False
337,2026-06-30,event,low,57,False
338,2026-07-03,paid_search,low,68,False
339,2026-03-06,event,low,3,False
340,2026-04-10,cold_outreach,low,9,False
341,2026-02-12,event,low,49,True
342,2026-05-05,referral,low,28,False
343,2026-04-21,paid_search,low,5,True
344,2026-03-13,organic,mid,4,False
345,2026-02-24,organic,low,27,False
346,2026-06-08,cold_outreach,mid,33,True
347,2026-03-07,referral,low,6,False
348,2026-05-13,referral,mid,11,False
349,2026-05-28,organic,low,12,False
350,2026-07-27,event,enterprise,11,True
351,2026-03-07,event,enterprise,25,True
352,2026-02-19,organic,enterprise,4,False
353,2026-06-24,paid_search,mid,8,False
354,2026-04-11,organic,mid,14,False
355,2026-03-29,organic,enterprise,13,True
356,2026-07-25,cold_outreach,enterprise,54,False
357,2026-03-14,organic,mid,13,False
358,2026-06-29,cold_outreach,enterprise,35,False
359,2026-03-11,organic,mid,31,True
360,2026-06-12,event,mid,7,False
361,2026-06-15,paid_search,low,82,False
362,2026-08-04,event,mid,12,False
363,2026-06-25,paid_search,mid,25,False
364,2026-07-17,organic,mid,12,False
365,2026-06-04,cold_outreach,low,6,False
366,2026-03-08,event,mid,3,True
367,2026-02-13,referral,mid,20,False
368,2026-02-24,organic,low,7,True
369,2026-05-08,referral,mid,16,False
370,2026-02-23,event,low,24,True
371,2026-04-12,event,enterprise,9,False
372,2026-08-05,cold_outreach,mid,4,False
373,2026-08-05,referral,enterprise,32,False
374,2026-08-07,organic,low,16,False
375,2026-04-15,event,mid,60,False
376,2026-02-23,event,enterprise,33,False
377,2026-02-27,organic,mid,16,False
378,2026-03-02,organic,mid,47,False
379,2026-04-14,organic,low,20,False
380,2026-05-24,paid_search,low,11,False
381,2026-05-03,organic,enterprise,12,False
382,2026-04-17,event,low,17,True
383,2026-03-13,referral,low,109,False
384,2026-03-16,paid_search,mid,57,True
385,2026-05-15,organic,enterprise,4,False
386,2026-06-29,referral,mid,51,False
387,2026-03-22,paid_search,low,6,True
388,2026-05-12,paid_search,mid,133,False
389,2026-06-01,event,low,5,False
390,2026-03-14,organic,enterprise,12,False
391,2026-03-01,referral,low,13,False
392,2026-03-05,paid_search,mid,29,False
393,2026-07-06,event,enterprise,8,False
394,2026-03-22,event,mid,9,False
395,2026-05-06,organic,low,27,False
396,2026-04-08,referral,mid,46,True
397,2026-05-06,event,low,7,False
398,2026-04-05,referral,mid,3,False
399,2026-07-21,organic,enterprise,25,False
400,2026-05-05,organic,low,35,False
401,2026-07-05,paid_search,mid,11,False
402,2026-05-16,cold_outreach,low,48,False
403,2026-07-07,paid_search,enterprise,23,False
404,2026-05-05,event,enterprise,2,False
405,2026-04-26,event,low,12,False
406,2026-06-13,cold_outreach,low,122,False
407,2026-06-13,cold_outreach,low,32,False
408,2026-04-29,referral,mid,14,False
409,2026-04-29,organic,low,11,False
410,2026-07-06,event,enterprise,6,False
411,2026-05-13,referral,enterprise,84,True
412,2026-06-21,event,low,18,False
413,2026-07-13,paid_search,low,162,False
414,2026-05-10,cold_outreach,enterprise,6,True
415,2026-02-28,referral,mid,6,False
416,2026-02-22,cold_outreach,low,47,False
417,2026-04-30,paid_search,low,14,False
418,2026-04-20,paid_search,low,8,False
419,2026-04-01,cold_outreach,low,26,False
420,2026-06-03,referral,low,55,False
421,2026-04-07,organic,mid,4,False
422,2026-05-30,paid_search,enterprise,83,False
423,2026-03-26,referral,mid,67,True
424,2026-07-21,paid_search,mid,4,False
425,2026-04-27,paid_search,enterprise,1,False
426,2026-04-04,paid_search,enterprise,12,False
427,2026-04-16,paid_search,mid,7,False
428,2026-07-29,event,low,48,False
429,2026-06-18,referral,enterprise,7,False
430,2026-06-10,organic,mid,22,True
431,2026-04-09,cold_outreach,mid,6,False
432,2026-07-18,paid_search,enterprise,8,False
433,2026-04-16,paid_search,low,19,False
434,2026-04-03,event,low,7,False
435,2026-02-11,event,low,92,False
436,2026-03-05,event,enterprise,51,False
437,2026-04-18,cold_outreach,enterprise,1,False
438,2026-06-06,organic,enterprise,2,True
439,2026-06-25,referral,mid,70,False
440,2026-03-22,referral,low,27,True
441,2026-07-26,cold_outreach,enterprise,65,False
442,2026-03-30,organic,low,13,False
443,2026-03-16,paid_search,enterprise,50,False
444,2026-03-07,event,low,8,False
445,2026-04-19,paid_search,mid,5,False
446,2026-02-23,paid_search,low,27,False
447,2026-07-01,organic,mid,18,False
448,2026-06-26,event,low,28,False
449,2026-07-14,organic,enterprise,14,True
450,2026-03-30,event,enterprise,2,False
451,2026-03-19,event,mid,33,False
452,2026-03-21,organic,mid,89,False
453,2026-06-29,organic,enterprise,7,True
454,2026-05-28,organic,low,36,False
455,2026-03-18,organic,enterprise,5,False
456,2026-04-05,cold_outreach,low,22,False
457,2026-04-25,referral,low,114,False
458,2026-07-01,cold_outreach,mid,13,False
459,2026-02-25,referral,mid,34,False
460,2026-02-18,event,mid,10,False
461,2026-03-20,referral,mid,29,False
462,2026-02-12,organic,enterprise,116,False
463,2026-06-03,paid_search,low,8,False
464,2026-07-24,referral,mid,36,False
465,2026-03-30,paid_search,low,25,False
466,2026-05-25,cold_outreach,enterprise,36,False
467,2026-03-21,cold_outreach,low,6,False
468,2026-05-22,referral,low,17,False
469,2026-03-12,event,enterprise,259,True
470,2026-02-18,event,low,305,False
471,2026-07-06,organic,low,7,False
472,2026-05-12,referral,mid,82,False
473,2026-03-07,cold_outreach,enterprise,26,False
474,2026-05-04,paid_search,low,108,False
475,2026-06-17,paid_search,mid,24,False
476,2026-06-25,cold_outreach,mid,59,False
477,2026-03-04,organic,enterprise,4,False
478,2026-07-05,referral,low,67,False
479,2026-04-28,cold_outreach,enterprise,7,False
480,2026-06-27,paid_search,low,12,False
481,2026-06-27,referral,low,32,False
482,2026-05-01,referral,mid,13,False
483,2026-07-29,referral,low,4,False
484,2026-07-11,event,low,34,False
485,2026-04-26,organic,mid,12,True
486,2026-05-01,paid_search,low,12,False
487,2026-04-16,referral,mid,22,False
488,2026-03-24,referral,enterprise,23,False
489,2026-03-10,paid_search,mid,20,False
490,2026-06-21,organic,low,4,False
491,2026-02-21,paid_search,mid,83,False
492,2026-03-03,organic,low,23,False
493,2026-05-12,cold_outreach,mid,60,False
494,2026-04-03,event,low,57,False
495,2026-08-06,referral,low,153,False
496,2026-06-04,organic,mid,3,False
497,2026-05-06,organic,enterprise,26,False
498,2026-03-06,referral,mid,31,False
499,2026-07-20,organic,mid,16,False
500,2026-03-10,referral,mid,99,False
501,2026-05-28,cold_outreach,enterprise,29,False
502,2026-07-14,cold_outreach,mid,34,False
503,2026-03-08,paid_search,enterprise,3,False
504,2026-05-07,paid_search,enterprise,54,False
505,2026-03-10,paid_search,enterprise,132,False
506,2026-02-16,referral,low,10,False
507,2026-08-07,organic,low,88,False
508,2026-05-13,event,low,10,False
509,2026-03-18,event,low,11,False
510,2026-07-01,event,enterprise,3,False
511,2026-05-17,cold_outreach,mid,70,False
512,2026-03-05,organic,enterprise,20,False
513,2026-06-14,cold_outreach,mid,102,False
514,2026-04-16,organic,low,561,False
515,2026-07-30,organic,low,11,False
516,2026-02-14,organic,mid,6,False
517,2026-03-09,organic,low,10,False
518,2026-03-14,paid_search,enterprise,9,False
519,2026-06-17,event,enterprise,14,True
520,2026-03-24,referral,low,10,False
521,2026-03-13,referral,mid,34,False
522,2026-03-17,paid_search,mid,14,False
523,2026-03-27,paid_search,mid,9,False
524,2026-07-25,referral,enterprise,280,True
525,2026-02-14,referral,enterprise,27,True
526,2026-03-06,cold_outreach,enterprise,90,False
527,2026-04-09,event,low,1,True
528,2026-06-22,paid_search,low,10,False
529,2026-04-13,paid_search,mid,38,True
530,2026-04-15,event,mid,73,False
531,2026-07-13,cold_outreach,enterprise,4,False
532,2026-02-14,cold_outreach,low,5,False
533,2026-07-14,cold_outreach,enterprise,36,False
534,2026-08-03,event,mid,1,False
535,2026-04-03,referral,mid,2,False
536,2026-02-18,organic,low,5,False
537,2026-05-25,event,enterprise,5,False
538,2026-03-07,cold_outreach,low,92,False
539,2026-08-05,organic,mid,17,False
540,2026-05-20,event,enterprise,20,True
541,2026-08-03,referral,mid,17,True
542,2026-04-02,organic,enterprise,58,False
543,2026-03-30,event,enterprise,12,False
544,2026-06-25,cold_outreach,low,24,False
545,2026-06-16,event,low,125,False
546,2026-04-21,cold_outreach,low,20,False
547,2026-03-24,event,enterprise,6,False
548,2026-08-02,referral,mid,6,False
549,2026-07-20,cold_outreach,low,75,False
550,2026-04-28,referral,enterprise,32,False
551,2026-08-01,referral,mid,22,False
552,2026-04-23,paid_search,mid,91,False
553,2026-03-22,cold_outreach,mid,24,False
554,2026-03-18,referral,enterprise,60,False
555,2026-07-13,event,enterprise,167,False
556,2026-05-03,paid_search,enterprise,109,False
557,2026-03-02,event,low,22,False
558,2026-07-31,event,low,14,True
559,2026-08-03,referral,enterprise,30,False
560,2026-03-04,cold_outreach,mid,18,False
561,2026-04-20,event,enterprise,22,False
562,2026-03-04,paid_search,mid,46,False
563,2026-06-08,cold_outreach,mid,22,False
564,2026-06-10,paid_search,low,21,False
565,2026-06-23,organic,low,28,False
566,2026-04-30,event,enterprise,3,False
567,2026-07-17,referral,low,14,True
568,2026-04-05,paid_search,mid,5,False
569,2026-06-30,cold_outreach,low,10,False
570,2026-02-10,referral,low,8,False
571,2026-08-04,cold_outreach,low,59,False
572,2026-04-30,paid_search,low,5,True
573,2026-04-09,cold_outreach,low,14,False
574,2026-08-05,referral,low,14,False
575,2026-07-05,paid_search,mid,137,False
576,2026-07-26,paid_search,low,11,False
577,2026-04-22,organic,mid,44,False
578,2026-07-04,referral,mid,17,False
579,2026-03-22,referral,mid,75,False
580,2026-05-21,cold_outreach,mid,17,False
581,2026-05-15,referral,enterprise,9,True
582,2026-05-24,organic,low,33,False
583,2026-05-24,event,enterprise,7,True
584,2026-04-06,paid_search,mid,24,False
585,2026-04-27,organic,low,64,False
586,2026-02-19,referral,enterprise,10,False
587,2026-06-23,cold_outreach,low,49,False
588,2026-04-13,referral,enterprise,93,False
589,2026-05-14,cold_outreach,enterprise,51,True
590,2026-02-25,cold_outreach,low,20,False
591,2026-06-13,event,enterprise,29,False
592,2026-05-10,referral,enterprise,9,True
593,2026-03-13,organic,low,10,False
594,2026-07-02,referral,enterprise,32,False
595,2026-06-14,referral,enterprise,7,False
596,2026-05-12,paid_search,mid,11,False
597,2026-07-16,organic,enterprise,68,False
598,2026-05-30,event,low,111,False
599,2026-03-31,organic,enterprise,11,False
600,2026-06-12,organic,enterprise,12,False
601,2026-04-06,organic,mid,14,False
602,2026-04-13,organic,enterprise,35,True
603,2026-04-25,paid_search,mid,19,False
604,2026-05-10,paid_search,mid,52,False
605,2026-05-15,event,low,12,False
606,2026-07-21,cold_outreach,low,31,False
607,2026-03-30,cold_outreach,mid,9,False
608,2026-03-02,organic,enterprise,39,False
609,2026-07-25,event,mid,178,False
610,2026-05-31,cold_outreach,low,10,False
611,2026-06-02,paid_search,low,5,False
612,2026-04-24,referral,mid,24,False
613,2026-04-09,event,mid,26,False
614,2026-07-13,organic,mid,6,False
615,2026-03-21,event,low,37,False
616,2026-05-29,cold_outreach,mid,64,False
617,2026-07-21,organic,mid,56,False
618,2026-07-01,paid_search,low,46,True
619,2026-06-05,cold_outreach,mid,36,False
620,2026-06-13,cold_outreach,enterprise,8,False
621,2026-08-01,event,mid,4,False
622,2026-07-26,paid_search,enterprise,53,True
623,2026-08-06,paid_search,mid,3,False
624,2026-04-14,cold_outreach,enterprise,14,False
625,2026-03-09,cold_outreach,mid,15,False
626,2026-07-15,cold_outreach,enterprise,24,False
627,2026-03-09,cold_outreach,low,37,False
628,2026-05-17,paid_search,mid,19,True
629,2026-07-01,organic,enterprise,88,False
630,2026-08-02,paid_search,enterprise,4,False
631,2026-04-10,paid_search,enterprise,54,True
632,2026-04-06,organic,mid,21,False
633,2026-07-04,referral,low,23,False
634,2026-02-23,paid_search,mid,110,False
635,2026-06-05,event,mid,7,False
636,2026-03-29,cold_outreach,mid,48,False
637,2026-03-13,cold_outreach,enterprise,41,False
638,2026-04-16,referral,mid,9,False
639,2026-03-22,event,low,18,False
640,2026-02-23,referral,low,84,False
641,2026-06-18,event,mid,30,False
642,2026-07-14,referral,enterprise,2,False
643,2026-02-14,organic,mid,5,False
644,2026-07-15,event,enterprise,49,False
645,2026-07-22,event,enterprise,8,False
646,2026-04-11,paid_search,enterprise,22,False
647,2026-04-15,referral,enterprise,61,False
648,2026-05-23,organic,mid,11,False
649,2026-08-02,organic,mid,6,False
650,2026-06-02,cold_outreach,enterprise,54,False
651,2026-07-16,paid_search,enterprise,11,False
652,2026-07-18,referral,enterprise,5,True
653,2026-04-28,cold_outreach,enterprise,6,False
654,2026-06-13,paid_search,enterprise,80,False
655,2026-03-06,cold_outreach,mid,14,False
656,2026-03-11,event,mid,7,False
657,2026-04-21,paid_search,enterprise,15,False
658,2026-03-25,paid_search,enterprise,10,True
659,2026-07-14,event,low,19,False
660,2026-07-27,organic,mid,9,False
661,2026-03-06,event,mid,19,False
662,2026-05-18,organic,mid,48,False
663,2026-03-23,event,low,15,True
664,2026-07-14,organic,mid,18,False
665,2026-04-29,cold_outreach,enterprise,5,False
666,2026-04-16,paid_search,mid,1,True
667,2026-05-08,organic,mid,9,False
668,2026-06-04,organic,low,10,False
669,2026-06-27,paid_search,enterprise,2,True
670,2026-06-03,event,mid,12,False
671,2026-02-27,organic,enterprise,11,False
672,2026-05-07,referral,mid,81,False
673,2026-04-27,referral,mid,7,False
674,2026-02-26,referral,low,33,False
675,2026-05-29,organic,low,27,False
676,2026-08-08,organic,low,60,False
677,2026-06-04,organic,low,33,False
678,2026-06-26,event,mid,30,False
679,2026-07-18,referral,mid,27,False
680,2026-04-12,referral,mid,16,True
681,2026-03-07,cold_outreach,low,34,False
682,2026-05-23,event,mid,2,False
683,2026-05-18,cold_outreach,mid,11,False
684,2026-03-17,cold_outreach,enterprise,59,True
685,2026-02-13,paid_search,low,8,True
686,2026-06-13,organic,mid,4,False
687,2026-02-15,organic,mid,8,True
688,2026-04-13,organic,enterprise,28,False
689,2026-04-02,cold_outreach,mid,68,False
690,2026-07-25,cold_outreach,low,139,False
691,2026-07-06,event,mid,122,True
692,2026-04-23,referral,enterprise,39,True
