lead_id,event_id,event_date,event_type
8,evt_00000081,2026-05-23,email_click
8,evt_00000075,2026-05-25,email_click
8,evt_00000080,2026-06-04,website_visit
8,evt_00000085,2026-06-12,email_open
8,evt_00000071,2026-07-02,email_click
8,evt_00000084,2026-07-05,email_open
8,evt_00000074,2026-07-10,demo_request
8,evt_00000072,2026-07-23,email_open
8,evt_00000069,2026-07-25,website_visit
8,evt_00000086,2026-07-30,email_open
8,evt_00000073,2026-08-08,email_open
9,evt_00000107,2026-04-10,email_click
9,evt_00000090,2026-04-25,email_click
9,evt_00000108,2026-04-26,email_open
9,evt_00000102,2026-05-07,website_visit
9,evt_00000094,2026-05-09,email_open
9,evt_00000096,2026-05-15,email_open
9,evt_00000089,2026-05-26,form_fill
9,evt_00000101,2026-05-26,email_click
9,evt_00000103,2026-05-30,email_open
9,evt_00000097,2026-06-09,email_click
9,evt_00000099,2026-06-18,email_open
9,evt_00000092,2026-06-22,email_open
9,evt_00000088,2026-07-07,email_open
9,evt_00000105,2026-07-07,website_visit
9,evt_00000098,2026-07-08,website_visit
9,evt_00000093,2026-07-12,email_open
9,evt_00000095,2026-07-17,website_visit
9,evt_00000109,2026-07-17,email_open
9,evt_00000106,2026-07-24,email_open
9,evt_00000100,2026-07-30,email_open
9,evt_00000091,2026-07-31,website_visit
9,evt_00000104,2026-08-08,email_open
10,evt_00000112,2026-05-28,email_click
10,evt_00000110,2026-06-04,email_open
10,evt_00000114,2026-06-23,email_open
10,evt_00000117,2026-06-30,email_open
10,evt_00000115,2026-07-19,email_click
10,evt_00000113,2026-07-24,website_visit
10,evt_00000111,2026-07-26,email_open
10,evt_00000116,2026-07-30,website_visit
11,evt_00000119,2026-05-30,website_visit
11,evt_00000127,2026-06-02,email_click
11,evt_00000134,2026-06-18,email_open
11,evt_00000135,2026-06-20,email_open
11,evt_00000137,2026-06-21,website_visit
11,evt_00000120,2026-06-23,email_open
11,evt_00000132,2026-06-25,email_open
11,evt_00000136,2026-06-25,email_open
11,evt_00000133,2026-06-29,email_open
11,evt_00000124,2026-07-07,website_visit
11,evt_00000131,2026-07-11,email_open
11,evt_00000130,2026-07-15,email_open
11,evt_00000126,2026-07-19,website_visit
11,evt_00000125,2026-07-22,email_click
11,evt_00000138,2026-07-23,email_open
11,evt_00000122,2026-07-24,website_visit
11,evt_00000129,2026-07-28,email_open
11,evt_00000118,2026-07-31,email_click
11,evt_00000123,2026-08-01,demo_request
11,evt_00000121,2026-08-03,email_open
11,evt_00000128,2026-08-06,email_click
12,evt_00000164,2026-04-20,email_click
12,evt_00000146,2026-04-21,website_visit
12,evt_00000161,2026-04-26,email_click
12,evt_00000149,2026-04-30,form_fill
12,evt_00000155,2026-04-30,email_click
12,evt_00000156,2026-04-30,email_click
12,evt_00000141,2026-05-01,email_open
12,evt_00000170,2026-05-24,email_open
12,evt_00000158,2026-06-05,email_click
12,evt_00000157,2026-06-06,email_click
12,evt_00000143,2026-06-09,website_visit
12,evt_00000147,2026-06-12,email_open
12,evt_00000140,2026-06-13,email_click
12,evt_00000139,2026-06-15,website_visit
12,evt_00000154,2026-06-20,email_open
12,evt_00000145,2026-06-25,email_click
12,evt_00000153,2026-07-06,email_open
12,evt_00000163,2026-07-06,email_open
12,evt_00000142,2026-07-07,email_open
12,evt_00000167,2026-07-08,email_open
12,evt_00000166,2026-07-12,website_visit
12,evt_00000150,2026-07-15,email_click
12,evt_00000152,2026-07-15,form_fill
12,evt_00000160,2026-07-15,email_click
12,evt_00000169,2026-07-15,email_open
12,evt_00000144,2026-07-23,email_open
12,evt_00000168,2026-07-27,website_visit
12,evt_00000159,2026-07-30,website_visit
12,evt_00000165,2026-07-30,email_open
12,evt_00000162,2026-07-31,email_open
12,evt_00000148,2026-08-01,email_open
12,evt_00000171,2026-08-04,email_open
12,evt_00000151,2026-08-08,website_visit
13,evt_00000174,2026-04-22,email_click
13,evt_00000178,2026-05-24,email_open
13,evt_00000179,2026-06-07,email_open
13,evt_00000173,2026-06-29,email_open
13,evt_00000175,2026-07-04,email_open
13,evt_00000176,2026-07-08,email_open
13,evt_00000177,2026-07-20,email_open
13,evt_00000172,2026-07-26,website_visit
14,evt_00000186,2026-02-25,email_click
14,evt_00000185,2026-03-16,email_open
14,evt_00000183,2026-04-07,form_fill
14,evt_00000184,2026-06-10,email_open
14,evt_00000182,2026-07-01,email_open
14,evt_00000181,2026-07-14,email_open
14,evt_00000180,2026-07-19,email_open
14,evt_00000187,2026-08-02,website_visit
15,evt_00000190,2026-07-07,email_click
15,evt_00000189,2026-07-22,website_visit
15,evt_00000188,2026-07-29,email_open
15,evt_00000191,2026-08-03,email_open
16,evt_00000194,2026-05-29,email_open
16,evt_00000193,2026-06-19,website_visit
16,evt_00000192,2026-08-07,website_visit
17,evt_00000196,2026-05-25,email_click
17,evt_00000195,2026-06-20,website_visit
17,evt_00000198,2026-06-28,email_click
17,evt_00000197,2026-07-31,email_open
18,evt_00000204,2026-03-11,email_open
18,evt_00000225,2026-03-16,email_open
18,evt_00000215,2026-03-26,website_visit
18,evt_00000205,2026-03-29,email_click
18,evt_00000211,2026-04-05,email_click
18,evt_00000202,2026-04-08,email_click
18,evt_00000206,2026-04-10,email_click
18,evt_00000229,2026-04-12,email_open
18,evt_00000217,2026-04-16,email_click
18,evt_00000210,2026-04-24,website_visit
18,evt_00000224,2026-04-27,email_open
18,evt_00000219,2026-05-04,website_visit
18,evt_00000199,2026-05-07,email_click
18,evt_00000212,2026-05-12,email_click
18,evt_00000220,2026-05-22,email_open
18,evt_00000214,2026-05-24,website_visit
18,evt_00000223,2026-06-02,email_open
18,evt_00000207,2026-06-05,email_click
18,evt_00000209,2026-06-10,email_click
18,evt_00000200,2026-06-13,email_open
18,evt_00000208,2026-06-23,email_click
18,evt_00000227,2026-06-24,website_visit
18,evt_00000226,2026-06-29,email_open
18,evt_00000218,2026-07-08,email_open
18,evt_00000201,2026-07-15,email_open
18,evt_00000222,2026-07-15,email_open
18,evt_00000228,2026-07-17,email_open
18,evt_00000221,2026-07-19,email_open
18,evt_00000203,2026-07-27,email_open
18,evt_00000216,2026-07-27,email_click
18,evt_00000213,2026-08-03,email_open
19,evt_00000230,2026-08-02,website_visit
20,evt_00000239,2026-02-13,email_click
20,evt_00000236,2026-02-18,email_open
20,evt_00000240,2026-02-26,email_open
20,evt_00000234,2026-03-09,email_open
20,evt_00000237,2026-03-17,email_open
20,evt_00000238,2026-05-09,email_click
20,evt_00000232,2026-06-26,email_open
20,evt_00000231,2026-07-10,email_open
20,evt_00000233,2026-07-25,email_open
20,evt_00000235,2026-07-29,form_fill
21,evt_00000242,2026-07-02,email_open
21,evt_00000247,2026-07-02,form_fill
21,evt_00000245,2026-07-08,email_open
21,evt_00000246,2026-07-11,email_open
21,evt_00000251,2026-07-12,website_visit
21,evt_00000249,2026-07-13,email_click
21,evt_00000244,2026-07-16,email_click
21,evt_00000243,2026-07-17,form_fill
21,evt_00000248,2026-07-17,email_open
21,evt_00000250,2026-07-17,email_open
21,evt_00000252,2026-07-29,email_click
21,evt_00000241,2026-07-30,email_click
21,evt_00000253,2026-08-08,email_click
22,evt_00000264,2026-04-06,email_open
22,evt_00000259,2026-04-11,email_open
22,evt_00000263,2026-05-02,website_visit
22,evt_00000265,2026-05-19,email_open
22,evt_00000258,2026-05-31,demo_request
22,evt_00000255,2026-06-06,email_open
22,evt_00000261,2026-06-10,email_click
22,evt_00000256,2026-07-11,email_click
22,evt_00000260,2026-07-13,email_open
22,evt_00000262,2026-07-14,form_fill
22,evt_00000257,2026-07-21,demo_request
22,evt_00000254,2026-08-04,email_open
23,evt_00000266,2026-07-03,email_open
23,evt_00000267,2026-07-24,website_visit
24,evt_00000275,2026-06-28,email_click
24,evt_00000278,2026-07-01,email_open
24,evt_00000273,2026-07-04,email_click
24,evt_00000277,2026-07-11,email_click
24,evt_00000279,2026-07-11,email_open
24,evt_00000268,2026-07-13,email_open
24,evt_00000272,2026-07-13,email_open
24,evt_00000276,2026-07-13,form_fill
24,evt_00000269,2026-07-14,website_visit
24,evt_00000271,2026-07-30,email_open
24,evt_00000270,2026-07-31,demo_request
24,evt_00000274,2026-08-08,website_visit
25,evt_00000282,2026-06-18,website_visit
25,evt_00000285,2026-06-19,email_open
25,evt_00000283,2026-07-12,email_click
25,evt_00000284,2026-07-30,email_open
25,evt_00000280,2026-08-01,email_open
25,evt_00000281,2026-08-02,email_click
26,evt_00000298,2026-05-30,email_open
26,evt_00000296,2026-06-02,email_open
26,evt_00000322,2026-06-05,form_fill
26,evt_00000290,2026-06-08,email_click
26,evt_00000324,2026-06-09,email_open
26,evt_00000304,2026-06-10,email_open
26,evt_00000305,2026-06-12,email_open
26,evt_00000313,2026-06-12,email_open
26,evt_00000317,2026-06-13,email_open
26,evt_00000287,2026-06-14,website_visit
26,evt_00000309,2026-06-15,email_click
26,evt_00000300,2026-06-18,email_open
26,evt_00000321,2026-06-18,email_open
26,evt_00000314,2026-06-19,email_open
26,evt_00000302,2026-06-23,email_open
26,evt_00000306,2026-06-26,email_open
26,evt_00000307,2026-06-26,email_open
26,evt_00000291,2026-06-27,email_open
26,evt_00000294,2026-06-27,email_open
26,evt_00000303,2026-06-28,website_visit
26,evt_00000289,2026-06-30,website_visit
26,evt_00000310,2026-07-01,email_open
26,evt_00000311,2026-07-06,email_open
26,evt_00000297,2026-07-07,email_open
26,evt_00000326,2026-07-11,email_open
26,evt_00000301,2026-07-12,email_open
26,evt_00000292,2026-07-13,form_fill
26,evt_00000316,2026-07-16,email_open
26,evt_00000325,2026-07-17,email_open
26,evt_00000320,2026-07-18,email_open
26,evt_00000295,2026-07-20,form_fill
26,evt_00000286,2026-07-23,demo_request
26,evt_00000312,2026-07-23,website_visit
26,evt_00000299,2026-07-24,email_click
26,evt_00000288,2026-07-26,form_fill
26,evt_00000308,2026-07-29,email_open
26,evt_00000315,2026-07-29,email_click
26,evt_00000319,2026-07-29,email_open
26,evt_00000318,2026-08-03,email_open
26,evt_00000323,2026-08-03,email_open
26,evt_00000293,2026-08-04,email_click
27,evt_00000329,2026-06-18,demo_request
27,evt_00000330,2026-07-05,email_open
27,evt_00000327,2026-07-20,form_fill
27,evt_00000328,2026-08-04,email_open
28,evt_00000332,2026-05-31,email_open
28,evt_00000341,2026-06-06,email_click
28,evt_00000337,2026-06-08,website_visit
28,evt_00000334,2026-06-09,website_visit
28,evt_00000335,2026-06-19,website_visit
28,evt_00000338,2026-07-10,email_open
28,evt_00000339,2026-07-16,email_open
28,evt_00000340,2026-07-17,email_open
28,evt_00000333,2026-07-18,email_open
28,evt_00000336,2026-07-21,email_open
28,evt_00000331,2026-07-30,email_open
28,evt_00000342,2026-08-08,email_open
29,evt_00000358,2026-05-26,email_open
29,evt_00000345,2026-05-27,email_click
29,evt_00000348,2026-05-27,email_open
29,evt_00000361,2026-05-31,website_visit
29,evt_00000377,2026-05-31,email_open
29,evt_00000356,2026-06-04,demo_request
29,evt_00000362,2026-06-05,email_open
29,evt_00000365,2026-06-06,email_open
29,evt_00000351,2026-06-12,email_click
29,evt_00000364,2026-06-13,form_fill
29,evt_00000346,2026-06-19,email_open
29,evt_00000353,2026-06-23,website_visit
29,evt_00000370,2026-06-24,email_open
29,evt_00000357,2026-06-25,email_click
29,evt_00000376,2026-07-01,website_visit
29,evt_00000371,2026-07-02,website_visit
29,evt_00000352,2026-07-03,email_click
29,evt_00000372,2026-07-04,website_visit
29,evt_00000355,2026-07-06,website_visit
29,evt_00000349,2026-07-08,email_open
29,evt_00000347,2026-07-14,website_visit
29,evt_00000363,2026-07-15,email_open
29,evt_00000344,2026-07-18,email_open
29,evt_00000369,2026-07-19,website_visit
29,evt_00000354,2026-07-21,website_visit
29,evt_00000374,2026-07-22,email_open
29,evt_00000373,2026-07-23,email_click
29,evt_00000359,2026-07-24,email_click
29,evt_00000350,2026-07-27,website_visit
29,evt_00000368,2026-07-30,email_open
29,evt_00000343,2026-08-01,email_click
29,evt_00000375,2026-08-01,website_visit
29,evt_00000367,2026-08-02,email_open
29,evt_00000360,2026-08-04,email_open
29,evt_00000366,2026-08-07,website_visit
30,evt_00000381,2026-07-05,website_visit
30,evt_00000384,2026-07-07,website_visit
30,evt_00000380,2026-07-08,email_open
30,evt_00000383,2026-07-11,email_open
30,evt_00000386,2026-07-14,email_open
30,evt_00000382,2026-07-16,form_fill
30,evt_00000385,2026-07-16,website_visit
30,evt_00000378,2026-07-29,email_open
30,evt_00000379,2026-07-31,email_open
31,evt_00000387,2026-03-12,website_visit
31,evt_00000390,2026-04-29,demo_request
31,evt_00000388,2026-07-04,website_visit
31,evt_00000389,2026-07-24,demo_request
31,evt_00000392,2026-07-30,email_open
31,evt_00000391,2026-08-01,email_open
32,evt_00000393,2026-07-24,email_open
33,evt_00000395,2026-06-26,email_open
33,evt_00000397,2026-06-30,email_open
33,evt_00000398,2026-06-30,email_open
33,evt_00000399,2026-07-03,website_visit
33,evt_00000396,2026-07-21,website_visit
33,evt_00000394,2026-07-26,website_visit
34,evt_00000421,2026-04-16,email_click
34,evt_00000411,2026-04-18,email_click
34,evt_00000405,2026-04-27,form_fill
34,evt_00000406,2026-04-29,email_click
34,evt_00000407,2026-04-29,email_open
34,evt_00000409,2026-04-29,email_open
34,evt_00000403,2026-05-02,email_open
34,evt_00000414,2026-05-02,demo_request
34,evt_00000400,2026-05-09,email_click
34,evt_00000408,2026-05-10,email_open
34,evt_00000420,2026-05-21,website_visit
34,evt_00000402,2026-06-01,email_open
34,evt_00000412,2026-06-05,email_open
34,evt_00000413,2026-06-28,email_click
34,evt_00000416,2026-07-08,email_open
34,evt_00000415,2026-07-17,website_visit
34,evt_00000401,2026-07-18,email_click
34,evt_00000417,2026-07-19,email_open
34,evt_00000410,2026-07-29,email_open
34,evt_00000418,2026-07-30,email_open
34,evt_00000419,2026-07-31,email_open
34,evt_00000404,2026-08-03,email_click
35,evt_00000425,2026-07-27,email_open
35,evt_00000446,2026-07-28,email_open
35,evt_00000422,2026-07-29,demo_request
35,evt_00000423,2026-07-29,email_open
35,evt_00000433,2026-07-30,email_open
35,evt_00000436,2026-07-30,email_open
35,evt_00000427,2026-07-31,form_fill
35,evt_00000428,2026-07-31,email_open
35,evt_00000440,2026-07-31,email_open
35,evt_00000442,2026-07-31,website_visit
35,evt_00000443,2026-07-31,email_click
35,evt_00000426,2026-08-01,email_click
35,evt_00000438,2026-08-01,demo_request
35,evt_00000448,2026-08-01,email_open
35,evt_00000432,2026-08-02,form_fill
35,evt_00000439,2026-08-02,email_click
35,evt_00000445,2026-08-02,form_fill
35,evt_00000431,2026-08-03,email_click
35,evt_00000444,2026-08-03,website_visit
35,evt_00000430,2026-08-04,email_click
35,evt_00000447,2026-08-04,email_open
35,evt_00000429,2026-08-05,email_open
35,evt_00000424,2026-08-06,email_open
35,evt_00000435,2026-08-06,email_open
35,evt_00000437,2026-08-07,website_visit
35,evt_00000434,2026-08-08,website_visit
35,evt_00000441,2026-08-08,email_open
36,evt_00000450,2026-06-21,website_visit
36,evt_00000452,2026-06-24,website_visit
36,evt_00000454,2026-06-26,email_open
36,evt_00000455,2026-06-26,email_open
36,evt_00000458,2026-07-12,website_visit
36,evt_00000459,2026-07-14,form_fill
36,evt_00000460,2026-07-16,email_open
36,evt_00000456,2026-07-20,form_fill
36,evt_00000451,2026-07-25,website_visit
36,evt_00000449,2026-07-28,email_open
36,evt_00000453,2026-08-01,email_open
36,evt_00000457,2026-08-06,email_open
37,evt_00000480,2026-05-03,email_open
37,evt_00000482,2026-05-23,website_visit
37,evt_00000467,2026-05-24,form_fill
37,evt_00000475,2026-05-29,email_open
37,evt_00000478,2026-05-29,website_visit
37,evt_00000468,2026-05-31,form_fill
37,evt_00000481,2026-06-02,website_visit
37,evt_00000476,2026-06-05,email_click
37,evt_00000477,2026-06-10,email_open
37,evt_00000473,2026-06-15,email_open
37,evt_00000465,2026-06-18,email_click
37,evt_00000472,2026-07-02,email_click
37,evt_00000474,2026-07-03,email_click
37,evt_00000461,2026-07-08,email_open
37,evt_00000464,2026-07-10,email_click
37,evt_00000471,2026-07-16,website_visit
37,evt_00000466,2026-07-20,email_open
37,evt_00000462,2026-07-24,form_fill
37,evt_00000469,2026-07-24,demo_request
37,evt_00000463,2026-07-25,email_open
37,evt_00000479,2026-07-25,email_open
37,evt_00000470,2026-08-08,website_visit
38,evt_00000483,2026-07-26,email_click
38,evt_00000484,2026-08-01,demo_request
39,evt_00000486,2026-05-09,demo_request
39,evt_00000488,2026-05-17,website_visit
39,evt_00000490,2026-05-22,email_open
39,evt_00000491,2026-06-15,email_open
39,evt_00000487,2026-06-24,email_open
39,evt_00000492,2026-07-17,website_visit
39,evt_00000485,2026-07-29,demo_request
39,evt_00000489,2026-08-06,email_open
40,evt_00000496,2026-07-09,email_open
40,evt_00000497,2026-07-09,email_open
40,evt_00000494,2026-07-10,email_open
40,evt_00000495,2026-07-16,email_click
40,evt_00000493,2026-08-06,website_visit
41,evt_00000500,2026-06-19,website_visit
41,evt_00000502,2026-06-26,email_open
41,evt_00000503,2026-06-30,email_open
41,evt_00000501,2026-07-08,website_visit
41,evt_00000498,2026-07-11,email_open
41,evt_00000499,2026-07-23,email_open
42,evt_00000510,2026-04-14,email_open
42,evt_00000504,2026-05-02,email_open
42,evt_00000513,2026-05-12,email_open
42,evt_00000506,2026-05-15,website_visit
42,evt_00000511,2026-05-25,email_click
42,evt_00000509,2026-06-05,website_visit
42,evt_00000512,2026-06-08,email_open
42,evt_00000508,2026-06-16,website_visit
42,evt_00000507,2026-07-09,email_click
42,evt_00000514,2026-07-10,website_visit
42,evt_00000505,2026-08-02,email_click
43,evt_00000515,2026-04-27,email_open
43,evt_00000517,2026-06-16,email_open
43,evt_00000516,2026-07-05,website_visit
44,evt_00000519,2026-05-08,website_visit
44,evt_00000529,2026-05-09,website_visit
44,evt_00000531,2026-05-10,email_open
44,evt_00000518,2026-05-11,email_open
44,evt_00000526,2026-05-11,email_open
44,evt_00000521,2026-05-15,email_open
44,evt_00000532,2026-05-16,email_click
44,evt_00000533,2026-05-24,email_open
44,evt_00000520,2026-05-26,email_open
44,evt_00000525,2026-05-29,email_open
44,evt_00000522,2026-06-15,email_open
44,evt_00000536,2026-06-24,demo_request
44,evt_00000528,2026-07-02,email_open
44,evt_00000523,2026-07-06,email_open
44,evt_00000535,2026-07-10,website_visit
44,evt_00000534,2026-07-25,website_visit
44,evt_00000524,2026-07-26,email_open
44,evt_00000527,2026-08-02,email_open
44,evt_00000530,2026-08-02,email_open
45,evt_00000543,2026-04-18,email_open
45,evt_00000551,2026-04-20,email_open
45,evt_00000548,2026-04-28,email_click
45,evt_00000541,2026-05-01,email_click
45,evt_00000547,2026-05-03,email_open
45,evt_00000539,2026-05-17,form_fill
45,evt_00000538,2026-05-23,email_click
45,evt_00000537,2026-05-31,demo_request
45,evt_00000542,2026-06-13,email_open
45,evt_00000546,2026-06-15,email_open
45,evt_00000550,2026-07-02,email_open
45,evt_00000544,2026-07-06,email_open
45,evt_00000540,2026-07-07,email_open
45,evt_00000545,2026-07-17,email_click
45,evt_00000549,2026-07-27,form_fill
46,evt_00000554,2026-05-11,email_click
46,evt_00000552,2026-05-23,website_visit
46,evt_00000553,2026-07-24,email_open
47,evt_00000558,2026-04-05,website_visit
47,evt_00000560,2026-05-19,email_open
47,evt_00000557,2026-06-05,email_open
47,evt_00000555,2026-06-10,email_open
47,evt_00000559,2026-07-18,email_click
47,evt_00000556,2026-07-27,website_visit
48,evt_00000561,2026-07-21,website_visit
48,evt_00000562,2026-07-28,email_click
49,evt_00000564,2026-07-30,email_click
49,evt_00000563,2026-08-03,website_visit
50,evt_00000568,2026-06-14,website_visit
50,evt_00000567,2026-06-18,email_click
50,evt_00000565,2026-07-11,email_open
50,evt_00000566,2026-07-26,email_open
51,evt_00000569,2026-03-12,email_open
51,evt_00000572,2026-05-09,website_visit
51,evt_00000570,2026-05-24,email_open
51,evt_00000571,2026-07-31,email_open
52,evt_00000576,2026-07-16,website_visit
52,evt_00000581,2026-07-16,email_open
52,evt_00000583,2026-07-17,email_click
52,evt_00000573,2026-07-20,email_open
52,evt_00000574,2026-07-28,demo_request
52,evt_00000577,2026-07-28,email_open
52,evt_00000575,2026-07-31,form_fill
52,evt_00000579,2026-08-03,form_fill
52,evt_00000580,2026-08-05,email_open
52,evt_00000582,2026-08-05,email_open
52,evt_00000578,2026-08-06,email_open
52,evt_00000584,2026-08-06,email_click
53,evt_00000592,2026-05-08,email_open
53,evt_00000585,2026-05-12,form_fill
53,evt_00000591,2026-06-03,email_open
53,evt_00000590,2026-07-09,website_visit
53,evt_00000587,2026-07-13,email_click
53,evt_00000589,2026-07-26,demo_request
53,evt_00000586,2026-07-30,email_open
53,evt_00000588,2026-08-04,email_click
54,evt_00000594,2026-02-28,email_open
54,evt_00000600,2026-03-03,email_open
54,evt_00000593,2026-03-09,email_click
54,evt_00000601,2026-03-19,email_open
54,evt_00000602,2026-03-27,email_click
54,evt_00000610,2026-04-01,email_open
54,evt_00000603,2026-04-07,form_fill
54,evt_00000595,2026-04-11,email_open
54,evt_00000609,2026-05-12,email_open
54,evt_00000605,2026-05-18,email_open
54,evt_00000604,2026-05-23,email_click
54,evt_00000599,2026-05-28,email_open
54,evt_00000607,2026-06-07,website_visit
54,evt_00000597,2026-06-13,email_click
54,evt_00000606,2026-07-06,email_click
54,evt_00000598,2026-07-29,demo_request
54,evt_00000608,2026-07-31,email_open
54,evt_00000596,2026-08-04,email_open
55,evt_00000612,2026-04-30,email_click
55,evt_00000617,2026-05-03,email_click
55,evt_00000614,2026-05-07,demo_request
55,evt_00000611,2026-05-16,email_click
55,evt_00000615,2026-06-16,email_click
55,evt_00000613,2026-06-18,email_open
55,evt_00000619,2026-07-02,email_open
55,evt_00000618,2026-07-10,email_open
55,evt_00000616,2026-08-06,email_open
56,evt_00000620,2026-06-22,website_visit
56,evt_00000633,2026-06-24,email_click
56,evt_00000636,2026-06-24,form_fill
56,evt_00000632,2026-06-25,email_open
56,evt_00000646,2026-06-25,email_click
56,evt_00000644,2026-06-26,email_open
56,evt_00000647,2026-06-26,website_visit
56,evt_00000642,2026-06-27,email_open
56,evt_00000639,2026-06-28,email_click
56,evt_00000638,2026-06-29,email_open
56,evt_00000637,2026-07-03,email_open
56,evt_00000623,2026-07-04,email_click
56,evt_00000624,2026-07-06,website_visit
56,evt_00000631,2026-07-06,website_visit
56,evt_00000645,2026-07-08,email_open
56,evt_00000621,2026-07-12,email_open
56,evt_00000630,2026-07-12,email_open
56,evt_00000629,2026-07-13,website_visit
56,evt_00000635,2026-07-17,email_open
56,evt_00000622,2026-07-21,website_visit
56,evt_00000627,2026-07-21,email_open
56,evt_00000634,2026-07-27,website_visit
56,evt_00000643,2026-07-29,email_click
56,evt_00000628,2026-07-30,email_click
56,evt_00000641,2026-07-31,website_visit
56,evt_00000640,2026-08-03,website_visit
56,evt_00000625,2026-08-05,website_visit
56,evt_00000626,2026-08-06,email_open
57,evt_00000654,2026-06-24,email_open
57,evt_00000652,2026-07-02,website_visit
57,evt_00000653,2026-07-08,email_open
57,evt_00000648,2026-07-09,email_open
57,evt_00000650,2026-07-09,email_open
57,evt_00000649,2026-07-10,email_open
57,evt_00000651,2026-07-12,email_open
57,evt_00000655,2026-07-14,email_open
57,evt_00000656,2026-08-04,email_open
58,evt_00000662,2026-05-30,website_visit
58,evt_00000657,2026-06-21,email_click
58,evt_00000658,2026-06-23,email_open
58,evt_00000660,2026-06-29,website_visit
58,evt_00000661,2026-07-13,email_open
58,evt_00000659,2026-07-18,email_click
58,evt_00000663,2026-07-19,website_visit
58,evt_00000664,2026-08-08,website_visit
59,evt_00000670,2026-07-07,website_visit
59,evt_00000685,2026-07-07,email_click
59,evt_00000675,2026-07-11,website_visit
59,evt_00000667,2026-07-12,email_open
59,evt_00000666,2026-07-14,email_open
59,evt_00000672,2026-07-14,email_open
59,evt_00000677,2026-07-14,email_open
59,evt_00000679,2026-07-15,email_open
59,evt_00000681,2026-07-15,website_visit
59,evt_00000683,2026-07-19,website_visit
59,evt_00000676,2026-07-20,website_visit
59,evt_00000678,2026-07-25,form_fill
59,evt_00000682,2026-07-26,website_visit
59,evt_00000665,2026-07-27,email_click
59,evt_00000668,2026-07-27,email_open
59,evt_00000671,2026-07-29,email_open
59,evt_00000684,2026-07-29,email_open
59,evt_00000680,2026-07-30,email_open
59,evt_00000674,2026-08-01,form_fill
59,evt_00000673,2026-08-02,email_open
59,evt_00000686,2026-08-05,demo_request
59,evt_00000669,2026-08-07,email_open
60,evt_00000690,2026-07-19,form_fill
